position,person,personID,start,end
monarch,Hamad bin Isa Al Khalifa,Q57352,1999-03-06,
Prime Minister,Salman bin Hamad bin Isa Al Khalifa,Q58140,2020-11-11,
Deputy Prime Minister,Shaikh Ali bin Khalifa Al Khalifa,Q113992871,2005-09-26,
Deputy Prime Minister,Muhammad ibn Mubarak ibn Hamad Al Khalifah,Q6932875,2005-09-26,
Deputy Prime Minister,Khalid bin Abdullah Al Khalifa,Q16730783,2010-11-02,
Minister of Cabinet Affairs,Hamad bin Faisal Al Malki,Q113992957,2022-06-13,
Minister of Defence,Abdulla bin Hasan AlNuaimi,Q113992841,2018-12-04,
Minister of Education,Majed bin Ali Al-Naimi,Q98885149,2002-11-11,
Minister of Electricity and Water Affairs,Yasser bin Ibrahim Humaidan,Q113992878,2022-06-13,
Minister of Finance and National Economy,Salman bin Khalifa Al Khalifa,Q112326281,2018-12-04,
Minister of Foreign Affairs,Abdullatif bin Rashid Al Zayani,Q4666152,2020-02-11,
Minister of Health,Jalila bint Al Sayyed Jawad Hassan,Q113992885,2022-06-13,
Minister of Housing,Amna bint Ahmed Al Romaihi,Q113992960,2022-06-13,
"Minister of Industry, Commerce and Tourism",Zayed bin Rashid AlZayani,Q113992845,2014-12-06,
Minister of Information,Ramzan bin Abdulla Al Nuaimi,Q113992886,2022-06-13,
Minister of the Interior,Rashid bin Abdullah Al Khalifa,Q16730784,2004-05-22,
Minister of Justice,Nawaf bin Mohammed Al-Mawadah,Q113992890,2022-06-13,
Minister of Labour and Social Development,Jameel Humaidan,Q6127890,2015-09-30,
Minister of Legal Affairs,Yousif bin Abdulhussain Khalaf,Q113993092,2022-06-13,
Minister of Municipalities and Agriculture,Wael bin Nasser AlMubarak,Q113992844,2019-10-05,
Minister of Oil and Gas,Mohammed bin Mubarak bin Daina,Q113992894,2022-06-13,
Minister of Parliament Affairs,Ghanim bin Fadhl AlBuainain,Q113992843,2014-12-06,
Minister of Social Development,Osama bin Ahmed Khalaf Al Asfoor,Q113992892,2022-06-13,
Minister of Sustainable Development,Noor bint Ali Al Khulaif,Q113993090,2022-06-13,
Minister of Tourism,Fatima bint Jaffer Al Sairafi,Q113993088,2022-06-13,
Minister of Transportation and Communications,Mohammed bin Thamer Al Kaabi,Q113992895,2022-06-13,
Minister of Works,Ibrahim Hassan Ali Al-Hawaj,Q113990485,2022-06-15,
Minister of Youth and Sport Affairs,Aymen Tawfeeq Abdulrahman Almoayed,Q105226570,2018-12-04,
